id,cat,name,type,brand,desc,notes,conc,img,sample_price,30ml_price,50ml_price,100ml_price,250ml_price
319,unisex,Molton Brown Orange And Bergamot,Exact Match,Elysean Perfumes,"Bright and refreshing citrus with orange, bergamot, and soft woody base.","Orange, Bergamot, Woody, Citrus, Musk",Eau de Parfum — 20%,images/ProductCoverImage-Unisex.png,50,165,210,285,433
320,unisex,Montale Arabians White Oud,Inspiration,Elysean Perfumes,"Creamy white oud with rose, sandalwood, and soft amber musk.","Oud, Rose, Sandalwood, Amber, Creamy",Eau de Parfum — 20%,images/ProductCoverImage-Unisex.png,50,193,263,402,723
321,unisex,Montale Black Aoud,Exact Match,Elysean Perfumes,"Intense dark oud with rose, patchouli, and smoky resinous woods.","Oud, Rose, Patchouli, Smoky, Dark",Eau de Parfum — 20%,images/ProductCoverImage-Unisex.png,50,185,248,369,641
322,unisex,Montale White Oud,Inspiration,Elysean Perfumes,"Soft luminous oud with white florals, vanilla, and sandalwood.","Oud, White Florals, Vanilla, Sandalwood, Luminous",Eau de Parfum — 20%,images/ProductCoverImage-Unisex.png,50,189,254,384,676
323,unisex,Penhaligons Halfeti,Exact Match,Elysean Perfumes,Rich and opulent oriental rose fragrance with oud and dark woods.,"Rose, Oud, Spice, Leather, Musk",Eau de Parfum — 20%,images/ProductCoverImage-Unisex.png,50,189,255,385,680
324,unisex,Ruark Concentrate Fragrance,Exact Match,Elysean Perfumes,"Concentrated woody blend with spices, musk, and warm amber base.","Woods, Spice, Musk, Amber, Warm",Eau de Parfum — 20%,images/ProductCoverImage-Unisex.png,50,188,254,382,673
325,unisex,Tom Ford Black Orchid Type,Exact Match,Elysean Perfumes,"Dark, sensual and mysterious with black orchid, spices, and rich chocolate notes.","Black Orchid, Spice, Chocolate, Vanilla, Patchouli",Eau de Parfum — 20%,images/ProductCoverImage-Unisex.png,50,177,233,336,559
326,unisex,Tom Ford Leather Ombre,Exact Match,Elysean Perfumes,"Rich and sensual leather fragrance with jasmine, patchouli, and warm amber.","Leather, Jasmine, Patchouli, Amber, Musk",Eau de Parfum — 20%,images/ProductCoverImage-Unisex.png,50,222,316,520,"1,014"
327,unisex,Tom Ford Noir,Inspiration,Elysean Perfumes,"Sophisticated oriental with violet, amber, and warm woody spices.","Violet, Amber, Spice, Woods, Musk",Eau de Parfum — 20%,images/ProductCoverImage-Unisex.png,50,184,246,364,629
328,unisex,Tom Ford Oud Wood Type,Exact Match,Elysean Perfumes,"Warm smoky oud with cardamom, sandalwood, and dark amber.","Oud, Cardamom, Sandalwood, Amber, Smoky",Eau de Parfum — 20%,images/ProductCoverImage-Unisex.png,50,200,276,430,792
329,unisex,Tom Ford Tobacco Vanille Unisex,Inspiration,Elysean Perfumes,"Rich warm blend of tobacco, vanilla, spices, and dark woods.","Tobacco, Vanilla, Spice, Woods, Warm",Eau de Parfum — 20%,images/ProductCoverImage-Unisex.png,50,181,240,353,600
330,unisex,Tom Ford Tuscan Leather,Exact Match,Elysean Perfumes,"Rich leathery scent with raspberry, saffron, and warm dark leather.","Raspberry, Saffron, Leather, Rich, Warm",Eau de Parfum — 20%,images/ProductCoverImage-Unisex.png,50,199,274,427,785
331,unisex,Versace Atelier Versace Vanille Rouge,Exact Match,Elysean Perfumes,"Luxurious warm blend with vanilla, red fruits, and dark woody amber.","Vanilla, Red Fruits, Amber, Woods, Warm",Eau de Parfum — 20%,images/ProductCoverImage-Unisex.png,50,226,324,536,"1,055"
332,unisex,Versace Pour Homme Oud Noir Type,Exact Match,Elysean Perfumes,"Dark oud woody with spices, amber, and warm resinous base.","Oud, Spice, Amber, Resin, Woods",Eau de Parfum — 20%,images/ProductCoverImage-Unisex.png,50,191,258,391,696
333,unisex,Vetuza Milanos Tutti Fruit,Inspiration,Elysean Perfumes,Playful and juicy tropical fruit blend with sweet and fresh notes.,"Tropical Fruit, Berry, Citrus, Sweet, Musk",Eau de Parfum — 20%,images/ProductCoverImage-Unisex.png,50,165,210,286,435
